trial,base_w,base_h,l_x,l_w,l_h,l_t,arm_z,t,ç≈ëÂóhÇÍ(mm),ç≈ëÂóhÇÍ(mm)_direction,à⁄ìÆéûä‘(s),à⁄ìÆéûä‘(s)_direction,non_domi,Lå^å`èÛ,Lå^å`èÛ_lb,Lå^å`èÛ_ub,ÉxÅ[ÉXÇ∆Lå^ÇÃä÷åW,ÉxÅ[ÉXÇ∆Lå^ÇÃä÷åW_lb,ÉxÅ[ÉXÇ∆Lå^ÇÃä÷åW_ub,ÉAÅ[ÉÄÇ∆Lå^ÇÃä÷åW,ÉAÅ[ÉÄÇ∆Lå^ÇÃä÷åW_lb,ÉAÅ[ÉÄÇ∆Lå^ÇÃä÷åW_ub,feasible,hypervolume,message,time
434,5.42094401,1.173744114,0.754727244,3.224049595,3.970080002,1.168962957,3.140887585,3.27E-05,3.249211537,minimize,3.27E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.34E-06,,55:11.2
435,5.60749015,1.202804436,0.904680428,2.90081553,4.277164808,1.743504961,2.973813151,4.33E-05,0.270961247,minimize,4.33E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.34E-06,,56:12.0
436,5.362184248,1.321227325,1.091871701,3.075948746,4.208525856,1.157891386,3.165369736,2.89E-05,3.714328032,minimize,2.89E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.34E-06,,57:13.4
437,5.265068021,1.141667229,0.866782145,3.264400496,3.90389129,2.366254038,2.954861583,4.20E-05,0.025066684,minimize,4.20E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.34E-06,,57:52.0
438,8.893384298,2.660586971,1.25666157,3.019855303,4.12683242,1.289654577,3.093456369,2.99E-05,1.402433492,minimize,2.99E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.34E-06,,58:53.2
439,5.523418007,1.217255217,1.087116762,3.971301564,4.231082542,1.459002085,3.148727146,2.81E-05,2.628407365,minimize,2.81E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.34E-06,,00:16.8
440,5.423932336,1.248871989,1.212800159,3.276294263,4.348128384,1.30880303,3.270587502,3.25E-05,2.428695199,minimize,3.25E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.34E-06,,01:17.9
441,5.183026012,1.282276293,0.953307862,3.01505785,4.263260287,1.608867367,3.285180715,7.42E-05,0.08024443,minimize,7.42E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.34E-06,,02:41.9
442,5.452710053,1.188825346,0.711169604,4.145505128,4.145082494,2.381035917,3.023832953,8.54E-05,0.027354258,minimize,8.54E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.34E-06,,03:43.1
443,5.166562096,1.175517861,1.289601566,2.88894638,4.057463273,1.151450064,3.231085553,4.09E-05,2.022664709,minimize,4.09E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.34E-06,,04:43.7
444,5.137567893,1.331832716,1.398536141,2.499433115,4.280337568,2.415986226,3.340257917,2.80E-05,1.946082906,minimize,2.80E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.34E-06,,05:24.8
445,5.144681795,1.344895421,1.32227213,2.509574099,4.372568231,1.433797956,3.327279004,2.76E-05,2.690798209,minimize,2.76E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.35E-06,,06:06.2
446,5.095434582,1.309089061,1.096551625,2.484810165,4.236271893,1.369180805,3.329352849,2.62E-05,3.271508041,minimize,2.62E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.35E-06,,06:47.8
447,5.085108181,2.269215335,1.443583462,2.462809822,4.180811787,1.300595162,3.344678054,6.16E-05,0.036420277,minimize,6.16E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.35E-06,,08:18.3
448,5.133739974,1.374801161,0.837583502,2.588822471,4.312480432,2.419168915,3.352238977,2.63E-05,2.243180584,minimize,2.63E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.35E-06,,08:59.2
449,5.169429106,1.2933458,0.831761573,2.40112626,4.255916873,1.670206187,3.212692327,2.50E-05,3.058868542,minimize,2.50E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.35E-06,,10:29.7
450,5.262346299,1.358119356,0.472763665,3.968944961,4.102551041,1.65336937,3.17164398,2.63E-05,2.019413017,minimize,2.63E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.35E-06,,11:10.5
451,5.277493489,1.305805444,0.441206515,2.549233033,4.091957192,1.853772156,3.158847049,2.50E-05,3.067056464,minimize,2.50E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.35E-06,,11:52.4
452,5.301902465,1.346995479,0.552574218,2.406069285,4.039737662,1.827158872,3.194152171,2.94E-05,2.269270356,minimize,2.94E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.35E-06,,13:24.7
453,5.151272357,1.393084189,0.568379525,3.914249564,4.176364026,2.676275774,3.136281664,3.02E-05,0.200792552,minimize,3.02E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.35E-06,,14:31.3
454,5.170604642,1.40852581,0.255730919,3.882347744,4.086006165,2.936289221,3.110676496,3.07E-05,0.296944811,minimize,3.07E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.35E-06,,15:15.0
455,5.157229726,1.415488859,0.266480922,3.832812484,4.073800188,2.892927972,3.158725719,2.99E-05,0.408457177,minimize,2.99E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.35E-06,,15:58.7
456,5.095277029,1.386356885,0.370610196,4.130780913,4.146157754,2.784224872,3.235532626,2.97E-05,0.254948848,minimize,2.97E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.36E-06,,16:43.9
457,5.221166782,1.354838961,0.227151461,4.109534895,4.02271203,2.980756404,3.088071108,3.16E-05,0.182062072,minimize,3.16E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.36E-06,,17:29.2
458,5.090812677,1.401585363,0.475704912,3.926525393,4.131041888,2.752469893,3.278117062,2.88E-05,0.335988641,minimize,2.88E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.36E-06,,18:15.0
459,5.001530256,1.372806489,0.183145591,2.555966496,3.999126443,2.531444416,3.303437638,2.71E-05,2.675423826,minimize,2.71E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.36E-06,,19:01.0
460,5.162604785,1.359065414,0.417511133,2.347049912,4.206394728,1.930061008,3.34612298,2.51E-05,3.266143007,minimize,2.51E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.36E-06,,22:13.8
461,5.087866434,1.347001854,0.390596564,2.487906842,4.005112264,1.903188638,3.26191233,2.62E-05,2.669391743,minimize,2.62E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.36E-06,,22:58.9
462,5.162872571,1.414925486,0.577949598,3.794587593,4.20284367,2.495334257,3.336731956,2.64E-05,0.676118291,minimize,2.64E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.36E-06,,23:44.2
463,5.091599593,1.374883195,0.562601217,2.708919792,4.227665849,1.917673888,3.282680959,2.63E-05,2.20968597,minimize,2.63E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.36E-06,,25:26.9
464,5.187673981,1.332940783,0.166614671,2.314215276,4.123248656,1.659884411,3.188537194,3.07E-05,2.684483546,minimize,3.07E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.36E-06,,26:41.9
465,5.005427955,1.336717246,0.421241842,2.74007206,3.892169032,1.142651188,3.136791074,4.62E-05,1.224312754,minimize,4.62E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.36E-06,,27:55.8
466,5.006912442,2.252176492,0.583056177,2.729624754,3.645442756,1.201983671,3.098907525,4.54E-05,0.001622868,minimize,4.54E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.36E-06,,29:14.9
467,5.078871943,2.0455458,0.60536504,2.604704025,3.759704119,1.002453788,3.154903889,4.83E-05,0.522756237,minimize,4.83E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.36E-06,,30:02.2
468,5.002756905,1.287172807,0.592363833,2.768605871,3.830813019,1.149382609,3.072080483,4.83E-05,1.015142283,minimize,4.83E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.36E-06,,31:21.7
469,5.012586957,1.302907517,0.63104779,2.898597191,3.741913997,1.00226003,3.019863522,4.46E-05,2.178569154,minimize,4.46E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.40E-06,,32:08.1
470,5.003797685,1.315493951,0.563346169,2.742097795,3.768686071,1.015109728,2.906570256,4.93E-05,1.40421141,minimize,4.93E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.41E-06,,33:26.5
471,5.002901402,1.300874566,0.687375847,2.602815783,3.763277719,2.203691372,2.851742257,4.86E-05,0.033065579,minimize,4.86E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.41E-06,,35:52.8
472,5.00168929,1.323240539,0.707289438,2.908033991,4.311229544,1.9478153,3.422178612,5.14E-05,0.002206281,minimize,5.14E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.41E-06,,42:07.0
473,7.759437765,1.271814844,0.750313314,2.929822495,3.78248646,1.874449953,2.972481054,3.34E-05,2.289267306,minimize,3.34E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.41E-06,,44:34.0
474,5.000760826,2.209160718,0.768130584,2.302013769,3.806681399,1.598064194,3.336622708,3.61E-05,0.2501358,minimize,3.61E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.41E-06,,45:23.1
475,5.000100397,1.275072757,0.31858952,2.293795764,4.284968096,2.002298182,3.470110113,5.18E-05,0.224912481,minimize,5.18E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.41E-06,,46:12.5
476,5.216753088,1.258723711,0.763014458,2.275368563,4.259211703,1.454789141,3.348320844,3.17E-05,2.421805055,minimize,3.17E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.41E-06,,51:58.4
477,5.246978378,1.256293264,0.844922294,2.94390267,4.247877612,1.409832894,3.108161946,3.51E-05,1.473953167,minimize,3.51E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.41E-06,,53:55.0
478,5.000995318,1.337734845,0.32635997,2.999625111,4.260006707,1.642036449,3.421097223,3.30E-05,1.285551738,minimize,3.30E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.41E-06,,55:18.7
479,5.106155382,1.254849248,0.825101329,2.791524193,4.241163787,1.301726066,2.844529068,2.98E-05,2.751782056,minimize,2.98E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.41E-06,,56:42.5
480,8.055714898,1.243185328,0.696092395,3.054210438,4.205867961,2.102082425,3.280452377,6.19E-05,0.296012988,minimize,6.19E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.41E-06,,59:12.6
481,5.163541205,1.284239954,0.465758052,2.307430127,4.407774602,1.780599222,3.147397274,3.12E-05,2.353130289,minimize,3.12E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.41E-06,,00:02.7
482,5.087136057,1.366855297,0.295296295,2.596623421,4.179455872,1.351622771,3.45611842,2.90E-05,3.144375569,minimize,2.90E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.41E-06,,01:27.6
483,5.22960117,1.232766835,0.940396904,2.698066331,4.32048345,1.957557157,3.384931675,2.88E-05,1.681946811,minimize,2.88E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.41E-06,,05:06.7
484,5.154727804,1.359004967,0.455749103,2.906850776,3.964723741,1.297321792,3.022901112,2.63E-05,3.417633917,minimize,2.63E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.41E-06,,06:30.3
485,5.26830143,1.22154327,0.835509486,3.489307271,4.385364511,1.599708726,3.165042526,3.77E-05,0.614902108,minimize,3.77E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.42E-06,,07:20.7
486,5.271536631,1.396177492,0.762735389,2.26883871,4.476395753,2.195215656,3.355237242,5.22E-05,0.094792366,minimize,5.22E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.42E-06,,08:11.5
487,5.086744801,1.319001706,0.938913454,2.451160846,4.325975593,1.784673456,3.490435224,6.06E-05,0.005061112,minimize,6.06E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.42E-06,,09:36.9
488,5.08019566,1.24113304,0.75927129,3.801965137,4.311084474,1.458930534,3.132849919,3.41E-05,1.439266732,minimize,3.41E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.42E-06,,10:27.7
489,8.71423109,1.404674929,0.618753422,3.025341716,4.002784724,1.676952083,3.018921161,4.95E-05,0.900119909,minimize,4.95E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.42E-06,,14:09.9
490,5.089696427,1.289716149,0.976009298,2.396851016,4.387550004,2.013306877,3.226323533,4.78E-05,0.068309298,minimize,4.78E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.42E-06,,15:01.4
491,5.184509138,1.860822044,0.510739488,3.388664257,4.177238181,1.174343014,3.342676157,3.12E-05,2.456780022,minimize,3.12E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.42E-06,,15:52.7
492,5.170335844,2.821563247,0.583007346,3.115196112,4.100658351,2.122365729,3.406285167,3.55E-05,0.051612314,minimize,3.55E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.42E-06,,18:26.0
493,5.001394556,2.025696373,0.830942312,2.787426257,3.82284034,1.308700932,3.326517624,6.53E-05,0.071397727,minimize,6.53E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.42E-06,,19:17.6
494,5.16049495,1.315558326,0.345243637,3.814864279,4.206284993,2.429238397,2.992664131,2.50E-05,1.08298654,minimize,2.50E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.42E-06,,20:08.9
495,5.164390164,1.206813723,0.685932622,2.628569776,4.151083739,1.921534412,3.228377959,4.56E-05,0.145011381,minimize,4.56E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.42E-06,,21:00.3
496,5.291411183,1.397045366,0.905403562,2.9463892,4.440889884,1.003033907,3.456910572,5.37E-05,1.401466123,minimize,5.37E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.42E-06,,21:52.0
497,5.000740989,1.283372999,0.81071576,3.384743646,4.304050803,2.668333681,3.371294056,2.87E-05,0.644178299,minimize,2.87E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.42E-06,,22:43.7
498,8.066172086,1.346631784,1.051377297,3.150314262,4.504354567,1.288369632,3.58383157,3.07E-05,3.396992462,minimize,3.07E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.42E-06,,23:36.2
499,5.001911632,1.24629302,0.779690708,3.635821449,3.965553507,1.387590014,3.194632883,3.30E-05,1.754157401,minimize,3.30E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.42E-06,,27:22.3
500,5.306217345,1.247508463,0.469319871,3.419410741,4.168668964,1.002027256,3.314947047,2.87E-05,5.071048494,minimize,2.87E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.42E-06,,28:49.4
501,5.166232086,1.260960004,0.809106109,2.644859816,4.276382777,1.691608365,3.285158892,3.31E-05,1.295745115,minimize,3.31E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.42E-06,,32:35.0
502,5.090121952,1.199166505,0.543358502,3.259468986,4.467600983,1.256092112,3.340987101,3.66E-05,2.335768555,minimize,3.66E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.42E-06,,34:02.4
503,5.319303982,1.355434905,0.257551934,2.940681044,4.342082782,2.240808269,3.572363847,3.12E-05,1.426385657,minimize,3.12E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.42E-06,,35:30.8
504,5.090953659,1.32014045,1.105595493,3.873137492,4.209695473,1.568793845,3.436431615,4.61E-05,0.047092156,minimize,4.61E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.42E-06,,36:23.8
505,5.000298742,1.425196688,0.43099114,2.774611616,4.056422452,1.138469202,3.256867044,7.12E-05,0.000674806,minimize,7.12E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.42E-06,,37:16.8
506,5.213307845,1.236389821,1.374675543,2.986932546,4.430229874,1.292214186,2.98550719,2.81E-05,3.223535521,minimize,2.81E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.42E-06,,38:10.1
507,8.949256574,1.222094391,0.206240315,3.645147204,4.555417381,1.161670422,3.18722664,2.78E-05,4.641520505,minimize,2.78E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.42E-06,,40:50.7
508,5.102986408,1.310481959,0.845949707,3.163914485,4.369089387,1.149534503,3.303501689,4.87E-05,1.078629426,minimize,4.87E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.42E-06,,42:19.7
509,5.231946041,1.910603183,0.379753667,3.751439979,4.238044355,1.673130153,3.65834353,3.84E-05,0.096122128,minimize,3.84E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.42E-06,,43:47.4
510,5.00008901,2.455156854,0.671183572,3.271349327,3.913825399,1.002657927,2.823707911,2.84E-05,2.646990842,minimize,2.84E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.42E-06,,44:41.1
511,5.097534202,1.408511324,0.842473211,2.418104052,4.071753127,1.333432021,3.335032157,2.50E-05,3.471643588,minimize,2.50E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.42E-06,,46:09.8
512,5.000249483,1.43540924,0.279265658,2.215652744,4.11834914,1.338111087,3.418153963,3.92E-05,1.627571965,minimize,3.92E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.42E-06,,50:51.4
513,5.168621225,1.410708504,0.935687443,3.090981558,4.630500337,1.000069972,3.416030118,3.52E-05,3.832891942,minimize,3.52E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.42E-06,,52:48.8
514,8.157596868,1.434601136,1.474032143,6.513152158,4.03356944,1.003118283,3.357640665,3.31E-05,4.755501221,minimize,3.31E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.42E-06,,53:39.6
515,7.948705653,1.388422774,0.500995741,3.288152411,4.202929388,1.007813635,3.504515662,6.78E-05,0.831075689,minimize,6.78E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.42E-06,,55:03.9
516,5.095307639,1.395085091,0.856854029,2.50973954,4.334937674,1.285199383,3.409926789,5.84E-05,0.071799586,minimize,5.84E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.42E-06,,57:33.6
517,5.004148463,1.376554137,0.613702771,3.289837165,3.984595187,1.279486324,3.333896404,5.96E-05,-0.012215753,minimize,5.96E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.43E-06,,00:10.8
518,5.078091299,1.36710283,0.400897432,3.471751714,3.894268733,2.330634684,2.818220115,2.77E-05,0.840436644,minimize,2.77E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.43E-06,,01:35.6
519,5.085564028,1.347825921,0.645665466,3.500514034,3.966121376,2.323287968,2.893384708,2.65E-05,0.848484014,minimize,2.65E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.43E-06,,02:26.2
520,5.084241482,1.389198793,0.772056854,3.285857387,3.983424591,2.279804158,2.838475352,2.95E-05,0.541003264,minimize,2.95E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.43E-06,,03:17.3
521,5.155811115,1.385081775,0.800796481,3.22187833,4.017492855,2.138033663,2.936182609,2.62E-05,1.133775868,minimize,2.62E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.44E-06,,05:14.1
522,5.152273259,1.403029864,0.433128194,3.391155545,4.072069551,2.410491432,2.824237484,3.21E-05,0.372252106,minimize,3.21E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.44E-06,,07:44.7
523,5.082432931,1.437464506,0.587381507,3.693938519,4.071276269,2.13332691,3.366873709,2.79E-05,0.614717031,minimize,2.79E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.44E-06,,09:10.3
524,5.097706118,1.465049842,0.509452569,3.574957194,4.054565128,1.298309061,3.439781688,2.65E-05,3.307769181,minimize,2.65E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.44E-06,,11:08.0
525,5.000225007,1.421305977,0.125035813,3.088561569,3.8953958,1.005487886,3.26689652,2.75E-05,4.95322745,minimize,2.75E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.44E-06,,11:59.0
526,5.168668967,1.315972215,0.724265398,3.813150608,3.775657513,1.947384054,3.036817358,3.33E-05,0.20251168,minimize,3.33E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.44E-06,,12:49.7
527,5.242483414,1.298698892,0.915403035,3.988455451,3.819145316,1.551592004,3.000832307,4.45E-05,0.049619193,minimize,4.45E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.44E-06,,13:42.4
528,5.091096262,1.297751689,0.88876083,3.978342969,3.662077561,1.595950078,2.918290566,4.68E-05,0.03027931,minimize,4.68E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.44E-06,,15:10.9
529,5.202932341,1.293827196,0.781496131,3.824979785,3.677269075,1.388482243,2.852298354,4.47E-05,0.298139761,minimize,4.47E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.44E-06,,16:03.1
530,5.000474816,1.319566069,0.937448609,3.756971563,3.754569789,1.679846166,3.042263438,4.61E-05,0.027586834,minimize,4.61E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.44E-06,,16:56.0
531,5.10060827,1.325032084,0.775577412,3.93268645,3.655860074,1.288904498,2.971044888,4.28E-05,0.864978594,minimize,4.28E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.44E-06,,17:48.2
532,5.00006113,1.263391487,0.970929381,3.67683548,3.834951058,1.4807683,3.086237552,4.66E-05,0.060823865,minimize,4.66E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.44E-06,,19:15.3
533,5.160837613,1.305160925,0.955719045,3.865769263,3.942384072,1.746062219,3.092222878,2.51E-05,1.847446844,minimize,2.51E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.44E-06,,21:17.3
534,5.096636877,1.341515574,0.654356664,4.024743111,3.793218879,1.413418466,2.936500957,4.56E-05,0.213146125,minimize,4.56E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.44E-06,,22:09.9
535,5.088287377,1.286525957,0.818556324,3.582145851,3.766117693,1.161013922,3.012952762,2.64E-05,4.159919845,minimize,2.64E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.44E-06,,23:02.5
536,5.245993994,1.266370242,1.02244507,3.996332475,4.012608111,1.002922156,3.157968422,2.74E-05,5.265267831,minimize,2.74E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.44E-06,,23:54.9
537,5.157736402,1.307504903,1.01799948,3.755400917,3.860518134,1.571544674,3.059590736,4.43E-05,0.030110144,minimize,4.43E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.44E-06,,24:47.2
538,5.090084857,1.24763744,0.851028579,3.719344344,4.117701388,1.400717275,3.204985203,3.93E-05,0.952569424,minimize,3.93E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.44E-06,,25:39.6
539,5.291360236,1.362368317,0.995828654,3.724506982,4.120446696,1.524334543,2.975424266,4.20E-05,0.192388847,minimize,4.20E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.44E-06,,26:31.7
540,5.167002825,1.261784765,1.036721604,3.796374341,3.960475156,1.601683637,3.059422583,2.51E-05,2.527418264,minimize,2.51E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.44E-06,,28:34.3
541,5.003319617,1.326772048,0.554289337,2.995702605,4.122917029,1.001048739,3.161787217,3.83E-05,3.285731102,minimize,3.83E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.44E-06,,29:27.4
542,5.163862335,1.321033718,0.994549508,3.855305659,4.045319635,1.15442176,3.076549643,4.26E-05,1.629300159,minimize,4.26E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.44E-06,,31:30.5
543,5.318518689,1.255252132,0.658304559,3.262311748,4.163085796,1.567904137,3.105209896,3.90E-05,0.583597864,minimize,3.90E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.44E-06,,32:23.5
544,5.158372495,1.441953856,0.8614021,3.003844529,3.772291447,1.004769129,2.917950314,2.50E-05,5.050187449,minimize,2.50E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.44E-06,,33:52.1
545,5.258714261,1.36299516,1.053559958,3.407974604,4.149557679,1.699485666,3.263764289,4.12E-05,0.027540846,minimize,4.12E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.44E-06,,34:45.3
546,5.164943835,1.242047065,0.518096769,3.83404817,3.949205195,1.419941867,3.005880647,2.76E-05,2.725870586,minimize,2.76E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.44E-06,,36:14.3
547,5.224392214,1.401323595,0.911496536,3.288282806,4.192519481,1.29980019,3.282654296,2.64E-05,3.309854953,minimize,2.64E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.44E-06,,37:42.7
548,5.152824473,1.277551254,0.633777597,3.016636721,4.047552707,1.004338086,2.963990314,2.50E-05,5.225660513,minimize,2.50E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.44E-06,,38:36.8
549,5.099141544,1.168025948,0.892991189,3.754521303,4.197110007,1.002443317,3.322549552,3.01E-05,4.968446177,minimize,3.01E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.44E-06,,40:05.4
550,5.31537087,1.321425542,0.642883793,3.164255868,4.058877365,1.78012961,3.085622843,5.66E-05,0.021662168,minimize,5.66E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.44E-06,,40:59.5
551,5.176046149,1.424156455,1.072053033,3.869157038,3.921485674,1.168861298,3.157506811,4.82E-05,0.836494435,minimize,4.82E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.44E-06,,42:28.0
552,5.232238413,1.233673254,0.552978996,4.101251733,3.709254822,1.000336332,2.862068891,2.98E-05,4.773542976,minimize,2.98E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.44E-06,,43:56.6
553,5.091735706,1.465545756,1.114610588,3.269432816,4.113717708,1.177234367,3.251238528,2.77E-05,3.511468423,minimize,2.77E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.44E-06,,44:49.5
554,5.098704331,1.32964038,0.765421088,2.807685235,3.94880725,1.613045972,2.994552789,3.66E-05,0.668620212,minimize,3.66E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.44E-06,,45:42.8
555,5.34818247,1.365005525,0.389771483,3.679282254,3.807489849,1.151193932,2.887770477,3.64E-05,2.275159371,minimize,3.64E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.44E-06,,46:35.7
