trial,base_w,base_h,l_x,l_w,l_h,l_t,arm_z,t,ç≈ëÂóhÇÍ(mm),ç≈ëÂóhÇÍ(mm)_direction,à⁄ìÆéûä‘(s),à⁄ìÆéûä‘(s)_direction,non_domi,Lå^å`èÛ,Lå^å`èÛ_lb,Lå^å`èÛ_ub,ÉxÅ[ÉXÇ∆Lå^ÇÃä÷åW,ÉxÅ[ÉXÇ∆Lå^ÇÃä÷åW_lb,ÉxÅ[ÉXÇ∆Lå^ÇÃä÷åW_ub,ÉAÅ[ÉÄÇ∆Lå^ÇÃä÷åW,ÉAÅ[ÉÄÇ∆Lå^ÇÃä÷åW_lb,ÉAÅ[ÉÄÇ∆Lå^ÇÃä÷åW_ub,feasible,hypervolume,message,time
312,5.000530904,1.246122134,0.827926206,3.521367873,4.592912546,1.647329113,3.367366441,3.45E-05,0.875543099,minimize,3.45E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,4.86E-06,,42:01.1
313,5.245160412,1.271996697,1.257966797,3.675058338,4.497133313,1.372716882,3.231191671,7.39E-05,0.019125256,minimize,7.39E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,4.86E-06,,42:50.1
314,5.000359339,1.204944319,0.656835187,3.299749993,4.309882215,1.446434595,3.423086525,4.83E-05,0.193354206,minimize,4.83E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,4.86E-06,,43:22.2
315,5.533670443,1.142130171,0.532767482,3.338941564,4.229249515,1.28398326,3.32850491,7.69E-05,0.000563699,minimize,7.69E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,4.86E-06,,43:54.5
316,5.541902923,1.196655528,0.626272816,3.431121699,4.241268947,1.164701079,3.214897793,7.40E-05,-0.017505691,minimize,7.40E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,4.86E-06,,44:44.2
317,5.006219051,1.197071525,0.473034775,3.282325351,4.269097648,1.395751054,3.422256641,6.88E-05,0.002598924,minimize,6.88E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,4.86E-06,,45:16.2
318,5.482319368,1.174942926,0.68331012,3.213474013,4.176297239,1.278116905,3.317516535,7.19E-05,0.006339287,minimize,7.19E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,4.86E-06,,45:48.1
319,5.00243617,1.18230969,0.783953693,3.62631658,4.295119588,1.371794322,3.229612578,6.66E-05,0.001118097,minimize,6.66E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,4.86E-06,,46:19.8
320,5.001959604,1.133380131,0.596894828,3.516973582,4.329428337,1.52821546,3.374598569,2.71E-05,2.60005415,minimize,2.71E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,4.86E-06,,47:25.5
321,5.172216972,1.183979396,0.875810593,3.203705858,4.048383854,1.002369466,3.195726779,4.34E-05,2.644152744,minimize,4.34E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,4.87E-06,,47:57.1
322,5.185520646,1.180779632,0.76946924,3.321246555,3.992614335,1.142520846,3.1664028,4.28E-05,1.872214112,minimize,4.28E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,4.94E-06,,49:03.8
323,5.002570644,1.178575265,0.833776356,3.274829003,4.00980053,1.196558959,3.141682075,4.22E-05,1.570819053,minimize,4.22E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,4.98E-06,,49:49.7
324,5.066139257,1.228584115,0.957611035,3.345772502,4.002260745,1.445125005,3.183931351,4.42E-05,0.286107571,minimize,4.42E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.01E-06,,51:23.6
325,5.10778593,1.243466396,1.049670792,3.418544482,3.861532842,1.592054586,3.030042042,4.61E-05,0.053274935,minimize,4.61E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.14E-06,,51:54.4
326,5.000011742,1.208035438,1.048708809,3.418873197,3.988048207,1.359881253,3.018878372,4.41E-05,0.565067548,minimize,4.41E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.17E-06,,52:57.9
327,5.171075468,1.182211146,1.076604668,3.495520679,3.907452035,1.145503929,2.962298226,4.21E-05,1.838348115,minimize,4.21E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.17E-06,,53:39.7
328,5.091234892,1.27072885,1.046450552,3.620176155,3.993900084,1.206207535,3.129516439,4.56E-05,1.073565696,minimize,4.56E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.17E-06,,54:50.9
329,5.001506294,1.273663675,0.996090932,3.637833287,3.999784463,1.162353188,3.213759671,4.13E-05,1.807261161,minimize,4.13E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.17E-06,,55:48.4
330,5.001897492,1.227671375,0.852699187,3.443213908,3.923338683,1.464544246,3.083912015,4.46E-05,0.196547704,minimize,4.46E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.18E-06,,56:17.0
331,5.004309743,1.214963537,0.690136823,3.346196801,4.049366002,1.286087131,3.094370675,4.46E-05,0.8835286,minimize,4.46E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.19E-06,,57:57.6
332,5.254754602,1.239361217,0.714592033,3.144620271,4.069955972,1.550228495,3.149347302,4.34E-05,0.234481608,minimize,4.34E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.19E-06,,58:26.5
333,5.001862148,1.206665615,0.81653008,3.432126999,4.043305287,1.388277543,3.042652736,4.53E-05,0.411293651,minimize,4.53E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.19E-06,,58:55.6
334,5.000348865,1.270135898,0.602395269,3.55222901,3.956343701,1.738160623,3.222321698,4.35E-05,0.002388646,minimize,4.35E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.20E-06,,59:25.3
335,5.078845346,1.299590741,0.596384559,3.584474223,3.956383112,1.887765999,3.17250457,4.20E-05,0.024457845,minimize,4.20E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.20E-06,,00:23.7
336,5.091236803,1.298745296,0.564935577,3.285614132,4.073465755,2.886740992,3.144453711,4.16E-05,0.018807771,minimize,4.16E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.20E-06,,00:59.9
337,5.121273582,1.293075218,0.589836295,3.233523393,4.094529645,2.791924726,3.170711845,4.13E-05,0.015588728,minimize,4.13E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.22E-06,,01:36.5
338,5.116805354,1.248943441,0.405794377,3.126962351,4.08927682,1.164263595,3.263727615,4.23E-05,1.852715773,minimize,4.23E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.22E-06,,02:12.7
339,5.10103405,1.22258424,0.636131227,3.096698364,4.079303797,1.594306716,3.253045343,4.33E-05,0.198252575,minimize,4.33E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.22E-06,,02:49.2
340,5.001942345,1.138926576,0.67091871,3.514477937,4.016588056,1.411708268,3.150863662,4.04E-05,0.90049121,minimize,4.04E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.22E-06,,03:25.5
341,5.005144342,1.256132978,0.420258896,3.518700557,3.968613368,1.856085963,3.086913426,4.34E-05,0.005497252,minimize,4.34E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.23E-06,,04:40.9
342,5.078108088,1.301310298,0.551374363,3.479547528,3.998574905,1.657416232,3.204106092,4.20E-05,0.068325334,minimize,4.20E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.23E-06,,05:36.8
343,5.188253483,1.14417859,0.731048567,3.852751983,4.129305447,1.405612004,3.249002738,4.07E-05,0.953591049,minimize,4.07E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.23E-06,,06:31.6
344,5.194520264,1.181659257,0.375559193,3.059896872,4.054337562,1.339279502,3.188268755,4.24E-05,1.157059031,minimize,4.24E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.23E-06,,07:06.8
345,5.091440847,1.18689164,0.627356698,3.283039104,4.140963209,1.529336618,3.193411906,4.18E-05,0.42534199,minimize,4.18E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.24E-06,,07:41.6
346,5.234712037,1.22680089,0.352175233,3.588817541,3.988143144,1.289761529,3.159706817,4.55E-05,0.867505404,minimize,4.55E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.24E-06,,08:16.6
347,5.088592913,1.242913473,0.610427755,3.047177602,4.118733303,1.316485337,3.164519082,4.19E-05,1.053444256,minimize,4.19E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.24E-06,,09:13.3
348,5.000501627,1.189612416,0.585600704,3.746343817,4.026919973,1.206625075,3.101477419,4.59E-05,1.20146416,minimize,4.59E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.24E-06,,09:48.6
349,5.105240772,1.170660464,0.344088049,3.237190339,4.153072844,1.636273078,3.299835115,4.30E-05,0.304627613,minimize,4.30E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.24E-06,,10:23.7
350,5.001797765,1.218466432,0.868261094,3.513575857,4.069127963,1.373065563,3.052291683,4.51E-05,0.454583493,minimize,4.51E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.24E-06,,10:59.5
351,5.001240204,1.166527691,0.921348285,3.054847878,4.139793298,1.460242557,3.210969016,3.93E-05,0.832212716,minimize,3.93E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.24E-06,,12:18.2
352,5.188113182,1.176115987,1.066002478,3.141930476,4.149557226,1.72694277,3.307332095,3.93E-05,0.245396394,minimize,3.93E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.26E-06,,14:17.8
353,5.004313651,1.918646142,0.994956766,3.101702877,3.71074579,1.920958699,3.277529187,3.90E-05,0.028294997,minimize,3.90E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.26E-06,,14:53.3
354,5.182620323,1.861118897,0.676119428,3.390737039,3.928421313,1.700476078,3.261436412,4.05E-05,0.017360129,minimize,4.05E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.27E-06,,15:51.1
355,5.272352415,1.20814828,0.920735002,2.927908411,4.144084984,2.015368581,3.141626858,4.08E-05,0.081430676,minimize,4.08E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.27E-06,,16:48.2
356,5.003172764,1.23943828,0.718703946,3.071612234,4.169909654,1.95831822,3.147834591,4.07E-05,0.020502476,minimize,4.07E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.27E-06,,18:07.1
357,5.229788978,1.16027766,1.233557898,2.865781704,4.228180577,1.158134404,3.38418675,3.76E-05,2.473010724,minimize,3.76E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.27E-06,,19:06.1
358,5.301277033,1.345066028,0.169935193,2.849362611,4.217412383,2.613197001,3.381957134,3.95E-05,0.753106687,minimize,3.95E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.27E-06,,19:41.3
359,5.192488475,1.333538728,0.266634521,3.015651836,4.20222941,2.813434615,3.373691694,2.62E-05,2.317751988,minimize,2.62E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.27E-06,,20:17.0
360,5.237060083,2.04442211,0.196174108,2.962592753,4.238121878,2.664007403,3.317897053,3.76E-05,0.20464866,minimize,3.76E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.27E-06,,21:54.9
361,5.187325526,1.330098749,0.257117213,2.829957336,4.259862904,2.716747531,3.416839305,3.76E-05,0.865112474,minimize,3.76E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.27E-06,,22:30.8
362,5.088327269,1.184755318,0.237933786,2.839092664,4.246085178,1.336519724,3.301594353,3.85E-05,1.917779606,minimize,3.85E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.27E-06,,23:27.6
363,5.000138866,2.188388922,0.385018042,2.997521659,4.17619207,1.291943346,3.438054047,3.86E-05,0.595857808,minimize,3.86E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.27E-06,,24:03.0
364,5.179934025,1.204430705,0.204938758,3.066241973,4.277302224,1.29912138,3.2759888,3.75E-05,2.121715456,minimize,3.75E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.27E-06,,24:59.6
365,5.333350317,1.295003015,1.308123884,2.741581841,4.308605324,2.595790164,3.421388837,3.86E-05,0.303980483,minimize,3.86E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.27E-06,,26:39.6
366,5.176864402,1.17471394,0.320512295,3.079403051,4.095427696,1.328248664,3.266980985,2.66E-05,3.679026971,minimize,2.66E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.27E-06,,27:16.0
367,5.001271546,1.902072508,1.175625784,2.722428976,4.336539379,1.28778066,3.31520227,2.51E-05,2.93419961,minimize,2.51E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.27E-06,,29:19.2
368,5.002167885,1.368217741,0.30307872,4.178207534,4.100164402,1.622511988,3.222570731,2.74E-05,1.964251903,minimize,2.74E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.27E-06,,30:17.7
369,5.353990214,1.230091483,1.329093883,2.881238505,4.278618999,1.156225761,3.349965662,2.51E-05,4.763342637,minimize,2.51E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.27E-06,,31:17.2
370,5.238341042,1.126023647,0.593490388,2.799299363,4.36138737,2.564185711,3.268498184,3.76E-05,0.876464278,minimize,3.76E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.27E-06,,32:15.3
371,5.088424694,1.199405594,0.259752509,3.953687304,4.25754384,1.180136836,3.427055929,2.51E-05,5.032836582,minimize,2.51E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.27E-06,,32:51.8
372,5.094742013,1.272094226,0.610462326,4.107629849,4.35291829,1.142231617,3.131078064,7.06E-05,0.071710042,minimize,7.06E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.27E-06,,33:28.7
373,5.345342449,1.323436218,0.856923844,2.893574777,4.369868745,1.38740634,3.529666613,3.79E-05,1.290809134,minimize,3.79E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.27E-06,,34:27.0
374,5.096347307,1.372414922,0.191858706,3.019736542,4.277586389,1.617812962,3.216824721,2.62E-05,2.642307979,minimize,2.62E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.29E-06,,35:04.0
375,5.240456737,1.32935009,0.770054308,4.072783431,4.250103872,1.482932303,3.279560108,2.65E-05,2.742222516,minimize,2.65E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.29E-06,,36:47.3
376,5.004096667,1.380560261,1.204002574,2.674176555,4.393107331,1.293896822,3.466738819,2.50E-05,3.760047023,minimize,2.50E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.29E-06,,37:46.9
377,5.090553211,1.252256423,1.126402685,2.868475822,4.440456896,2.330425286,3.447731207,2.75E-05,1.45112594,minimize,2.75E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.29E-06,,38:47.4
378,5.232662084,1.231942355,1.252054891,3.384552932,4.361246591,1.146426168,3.410624412,2.86E-05,4.182995571,minimize,2.86E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.29E-06,,39:48.7
379,5.177246542,1.10997011,1.381614131,3.436206339,4.427809296,1.006153658,3.489246131,3.67E-05,4.069487474,minimize,3.67E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.29E-06,,41:36.1
380,5.313487285,1.289010752,0.939915232,2.654079026,4.318194581,1.135653526,3.326657863,2.50E-05,4.754047434,minimize,2.50E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.29E-06,,43:01.4
381,5.16853694,1.151700165,1.204053078,2.931675842,4.525490583,1.003276575,3.426096744,2.93E-05,4.981611092,minimize,2.93E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.29E-06,,43:39.9
382,5.088995597,1.195822279,0.934058377,2.628175565,4.226435193,1.300661822,3.294985454,2.75E-05,3.429082253,minimize,2.75E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.29E-06,,44:41.6
383,5.102001294,1.232689904,0.896851995,3.273551233,4.316020611,1.678499801,3.362001171,4.25E-05,0.082335096,minimize,4.25E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.30E-06,,48:48.3
384,9.992577369,1.200337639,4.885229428,3.112953926,4.516083322,1.54842124,3.153862125,3.93E-05,2.194139035,minimize,3.93E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.30E-06,,51:00.2
385,9.406439363,1.11857223,3.413305326,2.923771008,4.376362276,2.489138078,3.302062135,4.12E-05,1.771934906,minimize,4.12E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.30E-06,,51:38.5
386,5.000318703,1.252395617,0.757069185,3.749709706,4.23971138,2.017366701,3.308599146,7.21E-05,0.11839751,minimize,7.21E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.30E-06,,52:40.4
387,5.40122438,1.295829575,0.756803946,3.42916213,4.20338653,2.311527972,3.220865154,3.53E-05,0.125507679,minimize,3.53E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.30E-06,,54:29.5
388,5.086514917,1.229377995,1.17178367,3.868127174,4.078123366,1.640336785,3.267732369,3.49E-05,0.824645953,minimize,3.49E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.30E-06,,58:39.9
389,5.096089372,1.172609403,1.050027877,3.842021385,4.414844827,1.164027869,3.175055291,2.87E-05,4.319910676,minimize,2.87E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.30E-06,,00:06.9
390,5.415428179,1.305835391,0.843905956,2.621324412,4.13143814,1.166893473,3.092965003,7.68E-05,0.004208397,minimize,7.68E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.30E-06,,00:46.6
391,5.09141231,1.305658947,0.993548537,3.782945783,4.234466449,2.37740269,3.3957297,3.16E-05,0.221536931,minimize,3.16E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.30E-06,,02:13.0
392,5.365371242,1.310021803,0.699110885,3.323564008,4.531236461,1.987875877,3.200410783,3.60E-05,0.331481366,minimize,3.60E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.30E-06,,04:28.4
393,5.175057122,1.164001556,0.876861263,3.890662867,4.246963133,1.002196058,3.330205707,2.74E-05,5.323791647,minimize,2.74E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.30E-06,,05:08.4
394,7.757800765,1.190474585,0.954654288,2.698971845,4.482823909,1.000032797,3.136044452,4.20E-05,3.581570489,minimize,4.20E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.30E-06,,08:13.0
395,5.085841029,1.269327785,0.597044943,3.310519034,4.32349798,1.299593456,3.539553741,2.63E-05,3.727915443,minimize,2.63E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.30E-06,,09:16.8
396,5.338324959,1.321881844,1.33231374,2.910558233,4.231695347,2.413470166,3.221044669,3.80E-05,0.153397833,minimize,3.80E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.30E-06,,09:56.3
397,5.221550141,1.143867673,0.601597907,3.121876857,4.121528596,1.176289867,3.111805899,2.93E-05,3.975258576,minimize,2.93E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.30E-06,,11:01.7
398,7.619030933,1.287396511,3.520512606,2.750249713,4.527926161,1.566387481,3.551157725,6.75E-05,0.012361053,minimize,6.75E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.30E-06,,11:42.0
399,5.217603871,1.111251198,0.585695118,3.10096649,4.43701689,2.403995483,3.050580557,2.50E-05,2.253704654,minimize,2.50E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.30E-06,,13:36.8
400,5.090681887,1.280603223,0.999945826,2.768238844,4.153539035,1.844504201,3.246215755,2.86E-05,1.468141511,minimize,2.86E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.30E-06,,14:16.6
401,5.36168299,1.339121958,1.38706228,2.953739639,3.892122762,2.110438178,3.131973735,2.78E-05,1.225164982,minimize,2.78E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.30E-06,,14:56.1
402,5.188600077,1.275557571,1.409630356,2.820866052,3.956760518,1.980832107,3.1653342,3.02E-05,1.122095833,minimize,3.02E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.30E-06,,16:01.5
403,5.48650473,1.334267403,1.306614054,2.82578113,3.808704135,2.490343664,2.977986121,2.64E-05,1.722789974,minimize,2.64E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.31E-06,,16:41.3
404,5.342771715,1.336586911,1.459036796,2.916131624,3.670442094,2.562728262,2.957153985,2.68E-05,1.441396611,minimize,2.68E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.31E-06,,17:21.3
405,5.287284392,1.290263791,1.435744619,2.726754667,3.820340285,2.334184722,3.012822054,3.03E-05,1.1671788,minimize,3.03E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.31E-06,,18:00.8
406,5.439767736,1.292824788,1.414968722,3.070817297,3.903890919,2.408282352,3.134218674,2.96E-05,0.92221768,minimize,2.96E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.31E-06,,18:40.7
407,5.237509501,1.271242166,1.314162367,2.770726098,3.956872565,2.690470622,3.224014565,2.72E-05,1.731819514,minimize,2.72E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.31E-06,,19:20.7
408,5.085867907,1.257830396,1.418482415,2.948602982,4.026074902,1.000267573,3.261292861,3.14E-05,4.374328721,minimize,3.14E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.31E-06,,20:25.2
409,5.269178342,1.346339021,1.270368629,2.668667173,3.840487341,1.134088043,3.099660245,2.63E-05,4.140343245,minimize,2.63E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.31E-06,,21:06.2
410,5.097070562,1.258538875,1.103177226,2.855324127,4.05168094,1.148244234,3.26445612,2.81E-05,4.069495534,minimize,2.81E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.31E-06,,21:46.8
411,5.503218111,1.353945944,1.112905878,2.688275033,4.06293462,2.036861384,3.203626635,3.02E-05,1.267452115,minimize,3.02E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.31E-06,,23:17.3
412,5.350471559,1.272912172,0.974553055,3.052496168,4.02761373,1.153830007,2.995096948,8.45E-05,0.013352232,minimize,8.45E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.31E-06,,25:13.4
413,5.095246235,1.223952265,0.905861909,2.898116368,3.897735789,2.165316172,2.925884073,3.75E-05,0.167079585,minimize,3.75E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.31E-06,,26:19.2
414,5.085039793,1.233196881,0.829003332,2.934959044,3.721176902,2.4513463,2.950270489,3.61E-05,0.278893874,minimize,3.61E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.32E-06,,27:24.0
415,5.154910399,1.258332726,1.013132322,3.262985427,3.880205269,2.877489612,2.933631714,4.68E-05,0.03478471,minimize,4.68E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.32E-06,,30:37.3
416,5.087303911,1.223492747,0.645151226,3.093247464,3.813560096,2.304262405,2.924672121,3.29E-05,0.529111889,minimize,3.29E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.32E-06,,34:19.2
417,5.00077394,1.196668741,0.852233252,3.168088009,3.905635746,2.185161299,3.067027584,3.23E-05,0.453940096,minimize,3.23E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.33E-06,,34:56.9
418,5.286469371,1.287156849,1.028226302,4.024596395,3.909393851,2.242478534,2.984943668,3.19E-05,0.18497256,minimize,3.19E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.34E-06,,35:36.3
419,5.494396113,1.149121482,1.095314304,4.120623967,3.835287208,2.039502707,2.901055716,3.11E-05,0.428562851,minimize,3.11E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.34E-06,,36:13.3
420,5.416648746,1.258671937,0.976271693,4.377779668,3.928313622,2.130344019,3.006113985,2.95E-05,0.459080455,minimize,2.95E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.34E-06,,37:13.4
421,5.553001841,1.17713673,0.914132117,4.430667638,3.935474271,2.21153354,2.900459153,6.75E-05,0.137888447,minimize,6.75E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.34E-06,,37:50.9
422,5.585720766,1.220534143,0.947821333,4.433520543,3.971383454,1.951845458,3.078188147,8.24E-05,0.050027608,minimize,8.24E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.34E-06,,38:50.7
423,5.497332993,1.141092156,0.904620429,4.273605134,4.043924681,1.884074478,3.049169259,3.37E-05,0.376746439,minimize,3.37E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.34E-06,,40:12.1
424,5.41139299,1.23198974,1.173895284,4.04918994,3.940375481,1.786081801,3.125162872,6.64E-05,0.118733367,minimize,6.64E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.34E-06,,42:17.2
425,5.385069784,1.158866073,0.849978376,4.502464347,3.904280082,2.045525606,2.89534184,4.21E-05,0.017481986,minimize,4.21E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.34E-06,,43:16.2
426,5.583063627,1.199476237,1.164442915,4.238396503,4.106058591,1.65674211,3.113933893,2.88E-05,1.611538559,minimize,2.88E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.34E-06,,44:15.5
427,5.34826865,1.231523944,0.966205008,4.295940091,4.202681349,1.543749159,3.057212322,4.10E-05,0.467630405,minimize,4.10E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.34E-06,,45:15.0
428,5.310307386,1.236658892,1.229322588,3.975478805,4.226521774,1.35071525,3.187841643,4.20E-05,1.053872554,minimize,4.20E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.34E-06,,48:26.1
429,5.3400533,1.098092395,1.16509827,2.969474462,4.23038046,1.144984651,2.912943067,2.50E-05,4.966235514,minimize,2.50E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.34E-06,,49:26.3
430,5.308891091,1.19667623,0.93730434,4.04028045,4.12586865,1.490436103,3.019675932,4.04E-05,0.589595239,minimize,4.04E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.34E-06,,50:25.7
431,5.473142583,1.287919377,1.153654254,2.553566092,3.928087947,1.965888978,3.096065808,3.13E-05,1.383770198,minimize,3.13E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.34E-06,,51:03.4
432,5.378511565,1.272948488,0.743835243,2.790205816,3.897826123,1.291123202,2.865338416,8.01E-05,0.03216347,minimize,8.01E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.34E-06,,53:10.5
433,5.272278909,1.309749247,1.079828901,2.77411755,4.27704474,1.503897429,3.038725953,4.02E-05,0.631919163,minimize,4.02E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.34E-06,,54:32.8
